Set, name,GC02,GC03,GC04,GC05,GC06,GC07,GC08,GC09,GC10,GC11,GC12,DC02,DC03,DC04,DC05,DC06,DC07,DC08,DC09,DC10,DC11,DC12,	Specialty,S1,S2,S3,S4,S5,S6,	SubA, SubB, TagA, TagB,	PriorityS,	PriorityT,OC02,OC03,OC04,OC05,OC06,OC07,OC08,OC09,OC10,OC11,OC12,RO02,RO03,RO04,RO05,RO06,RO07,RO08,RO09,RO10,RO11,RO12,	SetA, TT, Card Rating,oc_prob,total_points,dq_prob,pa_prob,sub_prob,xx_prob,submission,tag_team_save,SubX,SubY,TagX,TagY,DisplayName,Division
SuperSet '90,Sgt. Slaughter,DC,DC,DC,OC/TT,DC,OC,OC,OC,OC,OC,OC,B,B,A,Reverse,A,A,C,A,A,B,B,Camel Clutch,9*,12,10,9*,11,10*,"[""2""","""3""]","[""9""","""12""]",5,2,Cobra Clutch 9,Anti-american Piledriver 8 P/A,Body Drop 6,Military Knee To Gut 8,Camel Clutch (S),Suplex 7 (xx),Forearm To Face 7,Smash With Iraqi Flag (DQ),Elbow To Sternum 6,Cannon 8 P/A,Ropes,N/A,Rope Snap 5,N/A,N/A,Cannon 10 P/A,Cannon 10 P/A,Cannon 10 P/A,N/A,Military Knee To Gut 7,Interference By Adnan (DQ),N/A,SuperSet '90,11.1%,11.0,69.4%,5.760,7.8%,8.6%,4.8%,11.6%,8.3%,27.8%,2,3,9,12,SgtSlau,World Champion
SuperSet '90,Shane Douglas,DC,OC,OC/TT,OC,DC,OC,OC,DC,OC,DC,DC,B,Reverse,C,A,B,A,B,A,B,A,A,Wipe-out,10,14,10 P/A,12,11,11,"[""2""","""5""]","[""2""","""5""]",2,2,Dynamic Dropkick 7 P/A,Backroll 8,Body Slam 7 (xx),Arm Drag Takedown 8,Forearm Smash 6,Arm Wringer 7,Running Clothesline 9,Wipe-out (S),Kneelift 9,Monkey Flip 8,Ropes,Drop Toehold 9,N/A,N/A,Wipe-out (S),N/A,Dropkick 7,N/A,Arm Drag And Twist 7,N/A,Dynamic Dropkick 6 P/A,N/A,SuperSet '90,8.3%,7.4,63.9%,5.623,0.0%,3.1%,0.0%,5.3%,27.8%,27.8%,2,5,2,5,ShanDoug,Young Star
SuperSet '90,Tanaka,OC,DC,OC,OC,DC,OC,OC/TT,DC,OC,DC,OC,A,B,A,A,B,B,B,A,C,Reverse,A,Rolling Wheel Kick,11 P/A,10,15,12 P/A,12,12,"[""2""","""6""]","[""2""","""6""]",3,3,Ropes,Throw Out Of Ring (DQ),Back Heel Kick 10,Knife Edges 9,Kick To Groin 6,Elbow To Throat 8,Eye Gouge 8,Blatant Choke 7 (xx),Forearm Whip 9,Rolling Wheel Kick (S),Flying Dropkick 10,N/A,Kick To Face 10 P/A,N/A,Elbow To Throat 7,N/A,N/A,Back Bodydrop 6,Shoulder Smash 6,N/A,Shoulder Smash 8,Back Heel Kick 10,SuperSet '90,13.9%,8.2,63.9%,5.569,3.5%,1.3%,0.0%,7.1%,41.7%,41.7%,2,6,2,6,OETana,Cruiserweight
SuperSet '90,The British Bulldog,OC,OC,OC,DC,OC,OC/TT,OC,DC,DC,DC,OC,B,A,Reverse,B,B,A,A,C,B,A,A,Power Slam,10 P/A,11,10,16,12,13 P/A,"[""2""","""4""]","[""2""","""7""]",4,4,Press Out Of Ring (DQ),Horizontal Suplex 10,Power Slam (S),Elbow Smash 7,Arm Drag 6,Shoulder Smash 9,Clothesline 8,Turnbuckle Smash 7,Gorilla Press Drop 7 (xx),Her Majesty's Smash 10,Ropes,N/A,Power Slam (S),Power Slam (S),Shoulder Smash 8,N/A,N/A,Shoulder Smash 8,N/A,Clothesline 9,N/A,Shoulder Smash 8,SuperSet '90,16.7%,9.6,63.9%,5.722,1.8%,1.9%,0.0%,5.3%,16.7%,58.3%,2,4,2,7,DaveyBoy,Midcard
SuperSet '90,Wayne Bloom,OC,OC,OC,OC,DC,OC,OC/TT,DC,DC,OC,DC,A,B,A,B,C,B,A,B,A,Reverse,A,Power Slam,14,10 P/A,10,12 P/A,10,12,"[""2""","""5""]","[""2""","""7""]",3,3,Ropes,Kick To Stomach 5,Power Slam (S),Kneelift 9,Snap Mare 6,Face Smash 7,Bodyslam 8,Front Suplex 9,Jumping Neck Snap 10 (xx),Fling Out Of Ring (DQ),Double Underhook 8 P/A,Shoulder Smash 9,N/A,N/A,Shoulder Smash 7,N/A,Interference By Enos (DQ),Kick To Midsection 8,N/A,Double Underhook 9 P/A,N/A,Aided Piledriver 10 P/A,SuperSet '90,13.9%,8.4,63.9%,5.530,3.8%,3.7%,0.0%,5.3%,27.8%,58.3%,2,5,2,7,WayBloo,Midcard
AWA,Baron Von Raschke (NOT INCLUDED),DC,DC,DC,OC,DC,OC,OC,OC,DC,OC/TT,OC,A,C,Reverse,A,B,B,B,A,B,A,A,Brain Klaw,9,10,10*,11,12,8*,2,5,2,7,4,1,The Ally Drop 11 P/A,Rib Cage Claw 10 (xx),Twist Foe’s Neck 7,Choke With Cape 10,Knee To Throat 6,Leg-Twister 5,Headlock 6,Smash With Chair 10,Brain Klaw (S),Bismarck Sleeper 8,Ropes,Shoulder Block 7,Back Flip 6,N/A,Brain Klaw (S),N/A,Brain Klaw (S),Throw Out Of Ring (DQ),Brain Klaw (S),Knee To Gut 8 P/A,N/A,N/A,AWA,0,0,0,0,0,0,0,0,0,0,2,5,2,7,BaronVR,Veteran
AWA,Billy Robinson,DC,DC,OC,DC,DC,OC,OC,OC,OC/TT,DC,OC,B,B,C,A,B,A,A,Reverse,A,B,A,Reverse Neckbreaker,10,10,10,12 P/A,9 P/A,12,"[""2""","""4""]","[""9""","""12""]",4,2,Ropes,London Fog Sleeper 10*,Reverse Arm Lock 6,Belly To Belly Suplex 8,Forarm Smash 9,Dropkicks 7,Leglock 7,Reverse Neckbreaker (S),Frontal Leg-trip 8,Abdominal Stretch 6 (xx),Boston Crab 10,London Fog Sleeper 5*,N/A,N/A,Belly To Belly Suplex 10,Belly To Belly Suplex 10,Dropkick To Face 7,N/A,Cross Body Block 6,Smash To Turnbuckle 5,N/A,Overhead Flip 7 P/A,AWA,8.3%,9.5,61.1%,5.589,0.0%,2.3%,3.4%,3.4%,16.7%,27.8%,2,4,9,12,BillyRob,Veteran
AWA,Blackjack Mulligan,OC,DC,OC,DC,OC,OC,DC,OC/TT,OC,DC,OC,B,Reverse,B,A,A,A,A,A,B,B,C,Fence Post,15,8 P/A,10,10,10 P/A,8,2,5,2,8,4,2,Elbow Smash to Gut 6,Shoulder Claw 9*,Ram Head Into Ringpost 10,Rake Opponent’s Face 7,Texas Bearhug 6 (xx),Stomach Claw 7,Grinding Headlock 6,Fence Post (S),Arm Drag And Twist 6,Single Hand Chokehold 10,Ropes,Bodyslam Onto Head 10,N/A,N/A,N/A,Neck Claw 9*,Shoulder Smash 6,Rib Cage Claw 8,N/A,Brain Claw 10,Throw Out Of Ring (DQ),N/A,AWA,0,0,0,0,0,0,0,0,0,0,2,5,2,8,BlackMul,Midcard
AWA,Blackjack Lanza,OC,OC,OC,OC/TT,OC,OC,DC,DC,DC,OC,DC,A,Reverse,B,B,A,A,A,B,A,C,B,Texas Brainbuster,10 P/A,12,11,10 P/A,12,11,"[""2""","""5""]","[""9""","""12""]",4,2,Ropes,Neck Claw 9,Smash To Jaw 6,Side Headlock 7 (xx),Boot To Face 8,Forearm Smashes 9,Full Nelson 8,Face Lock 6,Texas Brainbuster (S),Shoulder Buster 6 P/A,Elbow Drop 12,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,Texas Brainbuster (S),N/A,Brain Claw 8,Shoulder Smash 6,Cross Body Block 7,N/A,Neck Claw 8 P/A,N/A,AWA,11.1%,9.5,63.9%,5.623,0.1%,5.5%,0.0%,7.1%,27.8%,27.8%,2,5,9,12,BlackL,Midcard
AWA,Bob Backlund,DC,OC,DC,OC,OC,OC,OC,DC,DC,OC/TT,OC,B,B,A,A,A,A,C,Reverse,B,B,A,Chicken Wing,10,9*,10,9*,12,10*,"[""2""","""3""]","[""2""","""5""]",5,1,Suplex 11,Spin Under Take Down 8,Chicken Wing (S),Cross Ankle Pick Up 6 (xx),Atomic Spine Crusher 9,Monkey Flip 8,Vertical Shoulder Block 7,Bodyslam 8 P/A,Reverse Backbridge 9*,Hammer Lock 8,Ropes,Throw Out Of Ring (DQ),N/A,Monkey Flip 6,Shoulder Block 8,Backdrop 7,Chicken Wing (S),Arm Drag 7,Body Slam 9 P/A,Kick To Kneecap 8,N/A,Chicken Wing (S),AWA,5.6%,11.5,69.4%,6.298,0.1%,7.9%,8.9%,7.7%,8.3%,27.8%,2,3,2,5,BobBack,World Champion
AWA,Bobby Heenan (NOT INCLUDED),DC,DC,OC,OC,DC,OC,DC,OC,OC,OC/TT,DC,A,C,B,B,A,B,A,A,Reverse,B,A,Foreign Objects,10 P/A,10,10,12,11,11 P/A,2,5,2,7,4,1,Toss Thru Ropes (DQ),Blatant Choke Hold 7,Foreign Objects (S),Plunge Into Ringpost 6,Yank Foe's Hair 6 (xx),Punch To Face 8,Eye Rake 9,Kick To Jaw 7,Side Head Lock 7,Kneedrop To Neck 8 P/A,Ropes,Cross Body Block 6,Injure With Foreign Object 9,N/A,Smash Into Ringpost 7,N/A,Throw Out Of Ring (DQ),Hurl Into Crowd (DQ),N/A,N/A,N/A,Elbow Smash 8 P/A,AWA,0,0,0,0,0,0,0,0,0,0,2,5,2,7,BobbyHeen,Veteran
AWA,Brad Rheingans (NOT INCLUDED),OC,OC,DC,DC,OC,OC,OC,DC,DC,OC/TT,OC,B,C,Reverse,B,A,A,A,B,B,A,A,Olympian Suplex,8,12 P/A,9,10 P/A,11,10,2,5,2,5,4,1,Ropes,Full Hammerlock 7,Spin Under Take-down 9,Headlock 6 (xx),Shoulder Smash 8,Arm Drag Take-Down 7,Atomic Kneedrop 8,Forearm Smashes 9,Olympian Suplex (S),Dropkicks 7,Sunset Flip 9 P/A,Sunset Flip 9 P/A,N/A,Shoulder Smash 8,Leg Dive Take-down 7,Cross Body Block 7,Arm Bar 5,N/A,N/A,Reverse Cradle 7 P/A,N/A,Dropkick Into Crowd (DQ),AWA,0,0,0,0,0,0,0,0,0,0,2,5,2,5,BradRein,Midcard
AWA,Bruiser Brody* (NEEDS UPDATE),DC,DC,OC,OC,OC,DC,OC,OC/TT,OC,DC,DC,B,B,A,A,Reverse,A,A,C,A,B,B,Maniac Kneedrop,8,12 P/A,10 P/A,14 P/A,11,11,"[""2""","""3""]","[""2""","""6""]",6,2,Wind Up Boot Stomper 10,Turnbuckle Smash 5,Throw Through Ropes (DQ),Maniac Kneedrop (S),Flying Elbow Ram 9,Power Forearm Smash 8 (xx),High Vertical Suplex 7,Kick To Midsection 6,Bruiser Backbreaker 6*,Alburquerque Piledriver 10 P/A,Ropes,Howl At The Moon 3,Turnbuckle Smash 8,N/A,Throw Out Of Ring (DQ),N/A,Throw Out Of Ring (DQ),Flying Elbow Smash 10,Suplex On Concrete (DQ),N/A,Gorilla Flip 9,N/A,AWA,11.1%,12.1,66.7%,5.834,6.3%,7.4%,5.6%,11.1%,8.3%,41.7%,2,3,2,6,BruisBrod,Regional Champion
AWA,Bruiser Brody,DC,DC,OC,OC,OC,DC,OC,OC/TT,OC,DC,DC,B,B,A,A,Reverse,A,A,C,A,B,B,Maniac Kneedrop,8,12 P/A,10 P/A,14 P/A,11,11,"[""2""","""3""]","[""2""","""6""]",5,2,Wind Up Boot Stomper 10,Turnbuckle Smash 5,Throw Through Ropes (DQ),Maniac Kneedrop (S),Flying Elbow Ram 9,Power Forearm Smash 8 (xx),High Vertical Suplex 7,Kick To Midsection 6,Bruiser Backbreaker 6*,Alburquerque Piledriver 10 P/A,Ropes,Howl At The Moon 3,Turnbuckle Smash 8,N/A,Throw Out Of Ring (DQ),N/A,Throw Out Of Ring (DQ),Flying Elbow Smash 10,Suplex On Concrete (DQ),N/A,Gorilla Flip 9,N/A,AWA,0,0,0,0,0,0,0,0,0,0,2,3,2,6,BruisBrod,Regional Champion
AWA,Bruno Sammartino (NEEDS UPDATES),OC,DC,OC/TT,DC,OC,OC,OC,OC,DC,DC,DC,B,A,A,B,A,A,Reverse,C,A,B,A,Bearhug,9*,10*,11 P/A,11,10,9,"[""2""]",X,"[""8""","""12""]",5,2,Ropes,Boston Crab 5*,Flying Dropkicks 7,Front Face Lock 9 (xx),Power Forearms 8,Hip Rolls 9,Figure-four Armbar 7,Head First Body Slam 8,Bearhug (S),Backbreaker 10*,Arm Drag And Twist 8,N/A,Throw Into Ringside (DQ),Body Block 8,N/A,Bearhug (S),Bearhug (S),Bearhug (S),Bearhug (S),Shoulder Block 6,N/A,N/A,AWA,8.3%,11.3,66.7%,6.196,0.1%,1.1%,9.6%,7.4%,2.8%,41.7%,2, ,8,12,BrunoSam,Regional Champion
AWA,Bruno Sammartino,OC,DC,OC/TT,DC,OC,OC,OC,OC,DC,DC,DC,B,A,A,B,A,A,Reverse,C,A,B,A,Bearhug,9*,10*,11 P/A,11 P/A,10,9,"[""2""]",X,"[""8""","""12""]",5,2,Ropes,Boston Crab 5*,Flying Dropkicks 7,Front Face Lock 9 (xx),Power Forearms 8,Hip Rolls 9,Figure-four Armbar 7,Head First Body Slam 8,Bearhug (S),Backbreaker 10*,Arm Drag And Twist 8,N/A,Throw Into Ringside (DQ),Body Block 8,N/A,Bearhug (S),Bearhug (S),Bearhug (S),Bearhug (S),Shoulder Block 6,N/A,N/A,AWA,8.3%,11.3,66.7%,6.196,0.1%,1.1%,9.6%,7.4%,2.8%,41.7%,2, ,8,12,BrunoSam,Regional Champion
AWA,Crusher,OC,DC,OC,DC,DC,OC,OC,OC,OC/TT,OC,OC,B,B,A,A,C,A,A,Reverse,B,B,A,Crusher Bolo,15,10,10 P/A,12,10 P/A,15 P/A,"[""2""","""3""]","[""2""","""7""]",5,2,Ram Head Into Ringpost 6,Rabbit Punches 7,Stomp Opponent 6,Crusher Bolo (S),Jab With Taped Fist 7,Bodyslam Onto Ropes 8,Spinning Hammerlock 9,Tornado Hip Toss 7 (xx),Smash With Chair 10,Piledriver 7 P/A,Ropes,N/A,Throw Out Of Ring (DQ),Kick Out Of Ring (DQ),Crusher Bolo (S),Body Smash 7 P/A,Shoulder Flip 8,Kick To Kneecap 9,N/A,Spin Under Take-down 8,N/A,N/A,AWA,8.3%,11.4,69.4%,6.321,0.3%,8.1%,0.0%,7.7%,8.3%,58.3%,2,3,2,7,TheCrush,Legend
AWA,Crusher Blackwell (needs update),DC,DC,DC,DC,OC,DC,OC,OC,OC/TT,OC,OC,A,A,Reverse,A,A,B,B,C,B,A,B,Big Splash,12,10 P/A,10 P/A,10,14,12,"[""2""","""5""]","[""2""","""6""]",4,2,Crushing Headlock 10,Inverted Bearhug 10,Spin Under Takedown 6,Big Squash (S),Power Body Slam 9,Airplane Spin 6,Stone Mountain Bodyblock 7,Back Breaker 5 (xx),Shoulder To Midsection 8,Aerial Kneedrop 6 P/A,Ropes,N/A,Big Splash (S),Big Splash (S),Big Splash (S),N/A,Kneedrop Off Top Rope 5,N/A,Stone Mountian Bodyblock 8,Shoulder Smash 6,N/A,N/A,AWA,8.3%,8.7,55.6%,4.870,0.0%,5.3%,0.0%,6.2%,27.8%,41.7%,2,5,2,6,CrushBlack,Super Heavyweight
AWA,Crusher Blackwell,DC,DC,DC,DC,OC,DC,OC,OC,OC/TT,OC,OC,A,A,Reverse,A,A,B,B,C,B,A,B,Big Splash,12,10 P/A,10 P/A,10,14,12,"[""2""","""5""]","[""2""","""6""]",4,2,Crushing Headlock 10,Inverted Bearhug 10,Spin Under Takedown 6,Big Squash (S),Power Body Slam 9,Airplane Spin 6,Stone Mountain Bodyblock 7,Back Breaker 5 (xx),Shoulder To Midsection 8,Aerial Kneedrop 6 P/A,Ropes,Big Splash (S),Big Splash (S),Big Splash (S),Big Splash (S),N/A,Kneedrop Off Top Rope 5,N/A,Stone Mountian Bodyblock 8,Shoulder Smash 6,N/A,N/A,AWA,0,0,0,0,0,0,0,0,0,0,2,5,2,6,CrushBlack,Super Heavyweight
AWA,Curt Hennig (NEEDS UPDATE),OC,DC,OC/TT,DC,OC,OC,OC,DC,DC,DC,OC,A,C,A,A,B,B,A,B,B,Reverse,A,Flying Dropkick,10 P/A,10,11,11,12,12,"[""2""","""6""]","[""2""","""4""]",3,2,Ropes,Sunset Flip 11,Snapmare 7 (xx),Back Body Drop 7,Headlock 6,Arm Drag Take Down 8,Hip Roll 6,Flying Dropkick (S),Whip Into Turnbuckle 9,Monkey Flip 7,Fireman Carry 5,N/A,N/A,Monkey Flip 7 P/A,N/A,Elbow To Ribs 6,N/A,Body Block 8,N/A,Shoulder Block 8,Shoulder Block 7,Arm Drag 6,AWA,8.3%,7.6,58.3%,4.939,0.0%,1.2%,0.0%,4.9%,41.7%,16.7%,2,6,2,4,CurtHen,Young Star
AWA,Curt Hennig,OC,DC,OC/TT,DC,OC,OC,OC,DC,DC,DC,OC,A,C,A,A,B,B,A,B,B,Reverse,A,Flying Dropkick,10 P/A,10,11,11,12,12,"[""2""","""6""]","[""2""","""4""]",3,2,Ropes,Sunset Flip 11,Snapmare 7 (xx),Back Body Drop 7,Headlock 8,Arm Drag Take Down 6,Hip Roll 6,Flying Dropkick (S),Whip Into Turnbuckle 9,Monkey Flip 7,Fireman Carry 5,N/A,N/A,Monkey Flip 7 P/A,N/A,Elbow To Ribs 6,N/A,Body Block 8,N/A,Shoulder Block 8,Shoulder Block 7,Arm Drag 6,AWA,0,0,0,0,0,0,0,0,0,0,2,6,2,4,CurtHen,Young Star
AWA,Dick the Bruiser,OC,DC,OC/TT,DC,OC,OC,DC,OC,OC,DC,OC,B,A,Reverse,B,A,A,A,C,A,B,A,Flying Stomper,14,12 P/A,11,10 P/A,12,13,"[""2""","""5""]","[""2""","""6""]",4,2,Ropes,Backdrop 10 P/A,Full Nelson 8 (xx),Barroom Brawl 8,Double Elbow Smash 6,Turnbuckle Smash 5,Knee Drop To Chest 6,Choke On Ropes 9,Flying Stomper (S),Kick Out Of Ring (DQ),Bite Foe's Ear 7,N/A,Shoulder Smash 7,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Cross Body Block 9,N/A,Shoulder Smash 8,Fling Into Turnbuckle 6,N/A,N/A,AWA,8.3%,9.3,63.9%,5.354,4.1%,5.3%,0.0%,5.3%,27.8%,41.7%,2,5,2,6,DickTB,Legend
AWA,Dory Funk Jr.,DC,DC,OC,DC,OC,OC,OC,OC/TT,DC,DC,OC,A,B,B,C,A,A,A,Reverse,B,B,A,Spinning Toe Hold,12,10 P/A,15 P/A,12,12,10,"[""2""","""4""]","[""2""","""6""]",4,2,Ropes,Cross Ankle Pickup 7,Boston Crab 10,Ram Head Into Steel Post 6,Standing Leg Lock 5 (xx),Armdrag 6,Shoulder Smash 7,Spinning Toe Hold (S),Sleeperhold 9*,Belly To Back Suplex 10,Stomp Head Into Canvas 10,Throw Out Of Ring (DQ),N/A,Jump Off Middle Rope 6,N/A,Cross Body Block 6,Inverted Bodyslam 7,Shoulder Smash 7 P/A,N/A,Spinning Toe Hold (S),N/A,Bodyslam Onto Concrete (DQ),AWA,11.1%,9.7,66.7%,5.726,0.1%,2.8%,5.6%,9.3%,16.7%,41.7%,2,4,2,6,HossF,Legend
AWA,Dusty Rhodes (NEEDS UPDATE),OC,DC,OC,OC/TT,OC,OC,DC,OC,OC,DC,OC,B,A,Reverse,A,B,A,B,A,C,A,B,Atomic Elbow,15 P/A,8 P/A,9,8,9,12,"[""2""","""4""]","[""2""","""7""]",4,2,Ropes,Knee Joint Scissorlock 9*,Kick To Back 7,Stardust Piledriver 10,Spleen Cruncher 6 P/A,Face First Body Slam 7,Atomic Elbow (S),Arm Drag 8 (xx),Stomp On Face 8,american Dream Strut 10,Longhorn Suplex 10,N/A,Hurl Into Crowd (DQ),Shoulder Smash 6 P/A,N/A,Elbow Smash To Face 7,Elbow Smash To Throat 8,Wrap Around Headlock 7,N/A,Shoulder Smash 6 P/A,N/A,Throw Out Of Ring (DQ),AWA,11.1%,10.8,75.0%,6.555,0.2%,14.2%,4.2%,8.3%,16.7%,58.3%,2,4,2,7,DustRho,Midcard
AWA,Dusty Rhodes,OC,DC,OC,OC/TT,OC,OC,DC,DC,OC,DC,OC,B,A,Reverse,A,B,A,B,A,C,A,B,Atomic Elbow,15 P/A,8 P/A,9,8,9,12,"[""2""","""4""]","[""2""","""7""]",4,2,Ropes,Knee Joint Scissorlock 9*,Kick To Back 7,Stardust Piledriver 10,Spleen Cruncher 6 P/A,Face First Body Slam 7,Atomic Elbow (S),Arm Drag 8 (xx),Stomp On Face 8,american Dream Strut 10,Longhorn Suplex 10,N/A,Hurl Into Crowd (DQ),Shoulder Smash 6 P/A,N/A,Elbow Smash To Face 7,Elbow Smash To Throat 8,Wrap Around Headlock 7,N/A,Shoulder Smash 6 P/A,N/A,Throw Out Of Ring (DQ),AWA,0,0,0,0,0,0,0,0,0,0,2,4,2,7,DustRho,Midcard
AWA,Ric Flair (NOT INCLUDED),DC,OC,DC,DC,OC,OC,OC/TT,OC,OC,DC,DC,A,A,B,Reverse,C,A,A,B,B,A,B,Figure-Four Leglock,12,10*,12,11*,10*,13,2,3,2,7,5,3,Back Slide 10,Front Cradle 9,Piledriver 8 P/A,Snap Mare 8,Horizontal Full Nelson 7,Leg-Dive Take-Down 9,Smash To Face 8 (xx),Figure-Four Leglock (S),Bow & Arrow 7,Abdominal Stretch 6*,Ropes,Reverse Cradle 9 P/A,N/A,Chop to Throat 6,Illegal Use of Ropes 8,N/A,Chop To Throat 7,Flying Elbow 10 P/A,Jump Off Middle Rope 7,Throw Out Of Ring (DQ),N/A,N/A,AWA,0,0,0,0,0,0,0,0,0,0,,,,,RicF,World Champion
AWA,Greg Gagne,OC,OC,OC,DC,DC,OC,OC/TT,DC,OC,OC,OC,B,A,B,Reverse,A,A,C,B,A,A,B,Sleeper Hold,8*,12*,10,10,12*,8,"[""2""","""4""]","[""2""","""7""]",4,3,Flying Body Press 11 P/A,Sleeper Hold (S),Headlock 5 (xx),Pumping Arm Bar 6,Armstretcher 7,High Flying Dropkick 9,Hiptoss Into Post 7,Snap Mare 6,Ropes,Bodyslam 10,Flying Body Press 10,N/A,N/A,Sleeper Hold (S),High Flying Dropkick 8,Flying Head Scissors 9,Arm Drag 6,Flying Body Press 8 P/A,Backdrop 6,N/A,N/A,Sleeperhold (S),AWA,13.9%,9.4,63.9%,5.473,0.0%,2.5%,2.1%,5.3%,16.7%,58.3%,2,4,2,7,GregGag,Cruiserweight
AWA,Harley Race,OC,DC,DC,DC,OC/TT,OC,DC,OC,OC,OC,OC,B,B,C,B,A,A,A,B,Reverse,B,A,Missouri Piledriver,10,14 P/A,9 P/A,10,9 P/A,11,"[""2""","""3""]","[""7""","""12""]",5,3,Knee Drop 9,Indian Death Lock 9*,Elbow Smashes 6,Back Suplex 8 P/A,Head Scissors 7 (xx),Ram Into Turnbuckle 7,Missouri Piledriver (S),Eye Gouge 8,Pull Hair And Slug 6,Driving Head Butt 8,Ropes,N/A,N/A,N/A,Jump Off Middle Rope 10,Shoulder Smash 8,Catapult Into Turnbuckle 7,Power Head Butt 6,Cross Body Block 7,Shoudler Smash 8,Body Slam Outside Ring (DQ),N/A,AWA,13.9%,10.6,61.1%,5.377,0.1%,11.0%,3.4%,8.5%,8.3%,58.3%,2,3,7,12,HarlRa,World Champion
AWA,Jumpin' Jim Brunzell (NEEDS UPDATE),DC,OC,DC,DC,OC,OC,OC/TT,DC,OC,DC,DC,B,A,B,C,A,A,Reverse,B,A,A,B,High Flying Dropkicks,13,12,11 P/A,10 P/A,9,8,"[""2""","""5""]","[""2""","""7""]",4,3,Figure Four Leglock 9*,Boston Crab 9*,High Flying Dropkicks (S),Legstretches 5,Spinning Toehold 8,Knee Thrust 9,Arm Drag Take-down 5,Toss Across Ring 8,Ropes,Twisted Leglock 6 (xx),Flying Knee Jolt 9,N/A,Hip Rolls 6,High Flying Dropkick (S),N/A,Arm Drag 6,Flyng Headscissors 8,Monkey Flip 7,High Flying Dropkick (S),Sleeper 7*,N/A,N/A,AWA,13.9%,9.0,58.3%,5.209,0.0%,1.9%,5.3%,3.2%,27.8%,58.3%,2,5,2,7,JimBrunz,Midcard
AWA,Jumpin' Jim Brunzell,DC,OC,DC,DC,OC,OC,OC/TT,DC,OC,DC,DC,B,A,B,C,A,A,Reverse,B,A,A,B,High Flying Dropkicks,13,12,11 P/A,10 P/A,9,8,"[""2""","""5""]","[""2""","""7""]",4,3,Figure Four Leglock 9*,Boston Crab 9*,High Flying Dropkicks (S),Legstretches 5,Spinning Toehold 8,Knee Thrust 9,Arm Drag Take-down 5,Toss Across Ring 8,Ropes,Twisted Leglock 6 (xx),Flying Knee Jolt 10,N/A,Hip Rolls 6,High Flying Dropkick (S),N/A,Arm Drag 6,Flyng Headscissors 8,Monkey Flip 7,High Flying Dropkick (S),Sleeper 7*,N/A,N/A,AWA,0,0,0,0,0,0,0,0,0,0,2,5,2,7,JimBrunz,Midcard
AWA,Larry Zbyszko,OC,OC,OC,OC,OC,OC/TT,DC,DC,DC,DC,OC,B,A,Reverse,A,B,A,A,C,B,B,A,Abdominal Stretch,10,10,9*,11,10,11,"[""2""","""5""]","[""2""","""6""]",3,3,Smash With Chair 10,Flying Kneedrop 10,Catapult For Across Ring 8,Abdominal Stretch (S),Kick To Face 5,Double Elbow Smash 7,Arm Bar 6 (xx),Choke Hold 8,Piledriver 9,Throw Thru Ropes (DQ),Ropes,Lunge Off Middle Rope 10,N/A,Kick To Midsection 6,Flying Bodyblock 7,N/A,Shoulder Smash 8 P/A,Backdrop 6,Throw Thru Middle Rope (DQ),N/A,N/A,Double Chop To Plexus 12,AWA,16.7%,8.0,61.1%,5.211,3.6%,0.3%,1.1%,8.5%,27.8%,41.7%,2,5,2,6,LarryZ,Young Star
AWA,Mr. Saito,DC,OC,DC,OC,DC,OC,OC/TT,DC,OC,OC,DC,A,Reverse,B,C,A,A,B,B,B,A,A,Oriental Chicken Wing,10,12,8*,11,10,9*,"[""2""","""6""]","[""2""","""7""]",4,3,Osakian Nerve Pinch 7*,Bodyslam Onto Turnbuckle 8,Choke With Ring Rope 6,Oriental Chicken Wing (S),Pressure Wristlock 8,Judo Chop To Heart 8,Elbow Smash 8 (xx),Kick To Groin 6,Modified Chicken Wing 11,Ropes,Salt In Eyes 5 P/A,Throw Out Of Ring (DQ),Hiroshima Nerve Pinch 7*,N/A,N/A,Chop To Throat 10,Back Flip 8,N/A,Shoulder Smash 8,Oriental Chicken Wing (S),N/A,Kickt O Stomach 6,AWA,13.9%,9.1,61.1%,5.375,0.1%,1.7%,4.2%,8.5%,41.7%,58.3%,2,6,2,7,MrSait,Midcard
AWA,Nick Bockwinkle,DC,DC,DC,OC/TT,OC,OC,OC,DC,OC,DC,OC,B,B,A,A,C,A,Reverse,A,B,B,A,Piledriver,10,12 P/A,12 P/A,12,12 P/A,10,"[""2""","""3""]","[""7""","""12""]",5,2,Toss Thru Ropes (DQ),Dropkicks 9 P/A,Sleeper 9*,Body Slam 8,Standing Arm Lock 7,Continuous Forearm Slugs 8,Hip Roll 7 (xx),Knee Slam To Lower Back 6,Piledriver (S),Interference By Heenan 10,Ropes,N/A,Piledriver (S),Piledriver (S),N/A,N/A,Kick To Rib Cage 8,Flying Shoulder Smash 7,Cross Body Block 7 P/A,Spin Under Take Down 6,Throw Out Of Ring (DQ),Choke Hold By Heenan 7,AWA,11.1%,11.2,66.7%,6.014,2.0%,6.8%,5.6%,9.3%,8.3%,58.3%,2,3,7,12,NickBock,World Champion
